ORDER_ID,RESTAURANT_ID,CUSTOMER_ID,ORDER_TIME,TABLE_ID
295,1,390,2023-03-15 17:44:35,12
296,1,53,2023-03-01 11:25:43,2
297,1,334,2023-03-04 11:35:52,6
298,1,351,2023-03-04 13:41:08,20
299,1,26,2023-03-03 19:33:50,12
300,1,372,2023-03-08 18:26:21,1
301,1,209,2023-03-14 17:46:52,14
302,1,310,2023-03-02 17:46:09,10
303,1,23,2023-03-14 19:14:29,6
304,1,500,2023-03-08 19:30:31,2
305,1,452,2023-03-06 19:44:20,9
306,1,41,2023-03-10 19:46:42,7
307,1,404,2023-03-08 11:13:03,16
308,1,115,2023-03-01 17:04:44,9
309,1,317,2023-03-05 17:55:23,11
310,1,117,2023-03-13 12:13:45,10
311,1,320,2023-03-11 11:54:43,18
312,1,417,2023-03-14 11:42:16,10
313,1,10,2023-03-13 12:31:25,9
314,1,208,2023-03-08 19:21:40,5
315,1,222,2023-03-10 18:55:41,12
316,1,180,2023-03-02 18:01:47,11
317,1,442,2023-03-04 17:13:08,15
318,1,327,2023-03-09 18:19:47,16
319,1,408,2023-03-14 19:47:35,19
320,1,315,2023-03-06 11:14:21,8
321,1,5,2023-03-07 18:20:12,11
322,1,223,2023-03-08 18:26:36,3
323,1,202,2023-03-14 11:01:16,7
324,1,63,2023-03-04 18:27:29,7
325,1,455,2023-03-11 12:32:05,18
326,1,74,2023-03-07 19:56:15,15
327,1,424,2023-03-02 13:08:51,2
328,1,16,2023-03-12 18:22:38,5
329,1,449,2023-03-15 19:03:44,16
330,1,332,2023-03-09 18:20:09,11
331,1,337,2023-03-02 17:59:30,11
332,1,442,2023-03-09 13:36:18,11
333,1,455,2023-03-08 13:05:48,13
334,1,298,2023-03-09 11:01:22,3
335,1,387,2023-03-14 18:57:20,5
336,1,24,2023-03-09 11:51:38,11
337,1,471,2023-03-09 18:59:45,13
338,1,291,2023-03-15 18:15:48,11
339,1,200,2023-03-09 13:04:20,9
340,1,389,2023-03-01 12:57:51,8
341,1,401,2023-03-11 18:50:27,1
342,1,181,2023-03-06 12:00:59,17
343,1,459,2023-03-10 18:18:22,20
344,1,47,2023-03-15 17:15:58,19
345,1,458,2023-03-05 19:24:31,13
346,1,262,2023-03-05 17:11:33,8
347,1,74,2023-03-10 17:59:20,13
348,1,232,2023-03-14 12:38:59,9
349,1,337,2023-03-13 13:53:17,5
350,1,191,2023-03-07 11:44:36,3
351,1,391,2023-03-10 17:30:21,1
352,1,139,2023-03-08 18:34:00,14
353,1,3,2023-03-05 18:15:04,7
354,1,32,2023-03-13 13:41:08,20
355,1,394,2023-03-08 17:44:36,5
356,1,396,2023-03-12 18:31:45,8
357,1,244,2023-03-13 12:07:52,20
358,1,418,2023-03-03 17:20:47,11
359,1,149,2023-03-15 19:13:53,17
360,1,477,2023-03-08 11:27:01,16
361,1,219,2023-03-02 11:55:21,2
362,1,232,2023-03-04 11:39:15,5
363,1,2,2023-03-01 19:58:08,20
364,1,498,2023-03-01 11:50:41,13
365,1,17,2023-03-09 18:52:04,12
366,1,113,2023-03-08 19:52:08,15
367,1,281,2023-03-12 18:14:38,10
368,1,216,2023-03-08 13:08:58,1
369,1,315,2023-03-07 13:39:19,9
370,1,80,2023-03-10 17:51:07,4
371,1,182,2023-03-06 18:06:07,12
372,1,250,2023-03-07 19:16:57,19
373,1,469,2023-03-07 18:47:37,14
374,1,345,2023-03-10 19:22:34,9
375,1,5,2023-03-09 13:06:31,16
376,1,115,2023-03-13 18:47:24,8
377,1,200,2023-03-14 11:52:59,15
378,1,321,2023-03-10 12:32:16,3
379,1,339,2023-03-11 19:28:05,10
380,1,284,2023-03-15 17:31:52,15
381,1,172,2023-03-04 13:54:48,1
382,1,54,2023-03-08 18:05:41,10
383,1,443,2023-03-10 19:21:05,3
384,1,237,2023-03-12 13:16:12,20
385,1,319,2023-03-13 11:34:49,14
386,1,146,2023-03-15 12:25:31,16
387,1,136,2023-03-07 11:52:31,4
388,1,456,2023-03-10 12:29:59,16
389,1,98,2023-03-14 17:37:20,20
390,1,303,2023-03-04 17:03:52,14
391,1,18,2023-03-15 12:24:28,8
392,1,85,2023-03-13 18:31:39,10
393,1,474,2023-03-06 18:45:31,7
394,1,304,2023-03-12 18:03:56,7
395,1,368,2023-03-13 19:07:48,12
396,1,106,2023-03-07 17:31:10,7
397,1,420,2023-03-11 18:53:31,1
398,1,336,2023-03-11 19:43:45,7
399,1,172,2023-03-05 18:12:08,15
400,1,420,2023-03-12 19:34:32,14
401,1,456,2023-03-12 19:36:32,15
402,1,97,2023-03-05 13:45:56,20
403,1,255,2023-03-06 12:56:43,2
404,1,117,2023-03-03 17:59:54,11
405,1,170,2023-03-09 18:38:13,13
406,1,253,2023-03-14 12:23:08,20
407,1,202,2023-03-11 17:45:51,16
408,1,453,2023-03-09 19:33:27,17
409,1,400,2023-03-10 11:25:47,15
410,1,182,2023-03-10 18:56:49,4
411,1,189,2023-03-09 12:53:13,2
412,1,389,2023-03-02 13:16:59,15
413,1,489,2023-03-11 17:12:21,20
414,1,278,2023-03-01 12:54:46,10
415,1,18,2023-03-15 19:29:32,10
416,1,24,2023-03-03 19:06:06,17
417,1,488,2023-03-07 17:09:27,2
418,1,379,2023-03-10 17:02:34,6
419,1,343,2023-03-01 11:40:24,20
420,1,63,2023-03-01 13:53:27,14
421,1,210,2023-03-14 17:21:01,2
422,1,331,2023-03-08 18:19:52,7
423,1,441,2023-03-11 13:45:32,20
424,1,386,2023-03-13 11:27:13,5
425,1,200,2023-03-07 12:22:38,19
426,1,22,2023-03-01 17:03:48,8
427,1,162,2023-03-07 11:23:40,12
428,1,297,2023-03-08 17:40:13,14
429,1,362,2023-03-06 11:06:36,7
430,1,115,2023-03-11 19:47:11,6
431,1,12,2023-03-11 18:38:07,6
432,1,393,2023-03-05 19:34:25,12
433,1,416,2023-03-10 17:15:38,7
434,1,133,2023-03-09 17:16:02,20
435,1,343,2023-03-03 13:52:13,2
436,1,164,2023-03-06 17:34:43,1
437,1,395,2023-03-14 12:10:22,3
438,1,111,2023-03-09 12:02:46,3
439,1,332,2023-03-10 17:33:08,2
440,1,436,2023-03-01 17:40:49,1
441,1,407,2023-03-11 17:06:06,15
442,1,146,2023-03-02 12:56:49,7
443,1,159,2023-03-11 19:06:48,18
444,1,355,2023-03-13 18:47:26,1
445,1,64,2023-03-15 17:09:54,13
446,1,325,2023-03-06 12:41:03,4
447,1,476,2023-03-12 12:56:54,17
448,1,266,2023-03-15 19:59:52,10
449,1,416,2023-03-01 18:38:51,3
450,1,111,2023-03-04 17:42:58,20
451,1,271,2023-03-05 18:18:56,15
452,1,192,2023-03-04 12:32:04,5
453,1,107,2023-03-07 17:43:10,17
454,1,108,2023-03-11 12:18:44,1
455,1,397,2023-03-11 18:57:56,5
456,1,115,2023-03-14 11:47:33,17
457,1,60,2023-03-11 13:37:13,8
458,1,150,2023-03-12 18:05:45,9
459,1,182,2023-03-01 19:35:27,12
460,1,281,2023-03-12 18:12:55,12
461,1,85,2023-03-07 13:17:05,18
462,1,41,2023-03-12 18:53:52,19
463,1,32,2023-03-15 11:23:09,13
464,1,147,2023-03-03 12:57:00,18
465,1,91,2023-03-11 13:15:19,5
466,1,89,2023-03-04 18:43:15,2
467,1,427,2023-03-04 19:05:26,7
468,1,389,2023-03-07 12:29:06,12
469,1,43,2023-03-03 11:05:22,15
470,1,476,2023-03-02 12:21:04,8
471,1,26,2023-03-15 18:36:58,15
472,1,431,2023-03-05 19:25:03,4
473,1,391,2023-03-08 17:25:25,13
474,1,151,2023-03-08 17:51:17,12
475,1,422,2023-03-04 18:14:26,17
476,1,76,2023-03-09 18:12:25,9
477,1,41,2023-03-09 19:59:27,7
478,1,72,2023-03-08 18:44:53,19
479,1,149,2023-03-14 12:00:47,7
480,1,244,2023-03-09 18:35:35,17
481,1,2,2023-03-12 17:21:14,15
482,1,348,2023-03-15 19:00:26,15
483,1,475,2023-03-01 19:04:46,15
484,1,488,2023-03-03 11:38:07,4
485,1,302,2023-03-14 18:11:13,1
486,1,129,2023-03-15 17:03:04,1
487,1,413,2023-03-12 12:29:28,17
488,1,61,2023-03-08 11:18:02,20
489,1,286,2023-03-02 12:52:12,11
490,1,490,2023-03-05 18:10:18,8
491,1,280,2023-03-06 12:09:37,6
492,1,282,2023-03-01 19:15:35,16
493,1,178,2023-03-14 17:43:12,20
494,1,132,2023-03-10 12:31:01,2
495,1,295,2023-03-13 17:24:34,7
496,1,186,2023-03-05 11:14:52,15
497,1,336,2023-03-09 12:09:48,18
498,1,24,2023-03-02 17:17:31,16
499,1,274,2023-03-09 17:23:23,1
500,1,414,2023-03-05 18:40:57,2
501,1,196,2023-03-04 19:45:45,8
502,1,197,2023-03-03 19:09:52,20
503,1,132,2023-03-09 11:26:29,11
504,1,119,2023-03-08 11:06:19,10
505,1,316,2023-03-10 13:18:04,16
506,1,172,2023-03-03 11:00:48,2
507,1,454,2023-03-14 17:57:59,12
508,1,362,2023-03-08 12:02:35,8
509,1,368,2023-03-02 19:13:55,4
510,1,483,2023-03-15 11:53:23,12
511,1,478,2023-03-13 19:55:15,17
512,1,329,2023-03-14 11:16:04,10
513,1,438,2023-03-11 19:47:13,14
514,1,360,2023-03-10 18:45:32,16
515,1,408,2023-03-09 18:55:17,1
516,1,254,2023-03-11 12:05:54,12
517,1,36,2023-03-12 17:35:59,7
518,1,155,2023-03-04 11:34:13,1
519,1,500,2023-03-11 18:46:30,10
520,1,349,2023-03-09 13:23:55,9
521,1,458,2023-03-06 19:19:50,18
522,1,201,2023-03-14 19:35:43,12
523,1,26,2023-03-11 12:22:43,1
524,1,159,2023-03-10 11:55:02,1
525,1,335,2023-03-04 18:42:16,19
526,1,252,2023-03-03 11:56:39,20
527,1,85,2023-03-15 18:29:02,18
528,1,336,2023-03-13 19:08:12,5
529,1,218,2023-03-15 13:24:12,16
530,1,434,2023-03-07 12:49:30,16
531,1,249,2023-03-01 18:50:28,12
532,1,49,2023-03-08 11:56:30,3
533,1,219,2023-03-01 12:00:29,2
534,1,402,2023-03-11 12:50:48,9
535,1,242,2023-03-09 11:33:05,14
536,1,189,2023-03-03 13:57:22,6
537,1,279,2023-03-14 17:36:27,18
538,1,388,2023-03-04 12:41:24,6
539,1,483,2023-03-14 19:59:13,20
540,1,466,2023-03-14 11:46:26,6
541,1,411,2023-03-10 12:33:29,6
542,1,359,2023-03-04 12:20:21,11
543,1,222,2023-03-15 13:42:11,6
544,1,207,2023-03-06 19:28:38,14
545,1,87,2023-03-05 17:30:48,4
546,1,171,2023-03-08 17:14:32,13
547,1,153,2023-03-05 11:15:05,18
548,1,99,2023-03-06 11:16:35,3
549,1,487,2023-03-15 19:03:57,1
550,1,491,2023-03-01 19:10:36,7
551,1,260,2023-03-06 18:20:02,10
552,1,466,2023-03-02 17:09:44,4
553,1,237,2023-03-06 19:55:31,19
554,1,190,2023-03-03 11:10:02,4
555,1,246,2023-03-15 18:34:01,20
556,1,265,2023-03-08 17:43:07,11
557,1,361,2023-03-05 12:19:45,20
558,1,131,2023-03-08 19:30:01,9
559,1,185,2023-03-08 12:35:45,4
560,1,212,2023-03-03 11:37:18,9
561,1,302,2023-03-01 18:58:04,20
562,1,483,2023-03-05 17:04:57,13
563,1,331,2023-03-15 18:48:57,6
564,1,144,2023-03-04 17:58:57,11
565,1,494,2023-03-05 11:14:16,15
566,1,107,2023-03-15 12:27:18,6
567,1,474,2023-03-07 17:35:44,10
568,1,467,2023-03-12 18:34:38,2
569,1,421,2023-03-02 11:09:19,17
570,1,233,2023-03-09 18:43:40,20
571,1,356,2023-03-11 19:03:29,9
572,1,214,2023-03-08 17:36:42,2
573,1,404,2023-03-01 13:34:58,2
574,1,389,2023-03-07 12:32:58,8
575,1,252,2023-03-02 13:09:41,3
576,1,160,2023-03-11 18:24:24,20
577,1,494,2023-03-06 17:27:51,12
578,1,308,2023-03-09 13:02:08,8
579,1,108,2023-03-15 12:55:49,8
580,1,136,2023-03-11 18:20:57,9
581,1,288,2023-03-05 17:28:40,8
582,1,419,2023-03-09 13:09:07,5
583,1,447,2023-03-03 18:53:53,12
584,1,61,2023-03-05 12:08:36,9
585,1,287,2023-03-05 18:15:27,18
586,1,254,2023-03-06 11:07:04,17
587,1,289,2023-03-07 18:22:48,13
588,1,355,2023-03-07 19:11:55,2
589,1,164,2023-03-11 11:55:09,10
590,1,394,2023-03-11 19:20:50,4
591,1,168,2023-03-15 17:31:17,10
592,1,274,2023-03-11 17:30:29,13
593,1,50,2023-03-05 11:58:03,2
594,1,253,2023-03-07 11:09:14,19
595,1,443,2023-03-06 17:37:12,20
596,1,388,2023-03-06 12:27:30,15
597,1,8,2023-03-02 17:28:13,7
598,1,439,2023-03-06 12:34:36,18
599,1,281,2023-03-05 18:35:14,16
600,1,409,2023-03-02 19:00:40,14
1,2,101,2023-03-08 19:23:59,2
2,2,102,2023-03-06 17:05:33,17
3,2,103,2023-03-09 13:49:40,5
4,2,104,2023-03-01 19:37:38,3
5,2,105,2023-03-03 19:31:16,14
6,2,106,2023-03-02 17:51:02,16
7,2,107,2023-03-06 18:16:15,2
8,2,108,2023-03-14 18:22:39,4
9,2,109,2023-03-07 18:02:30,17
10,2,110,2023-03-08 13:03:11,1
11,2,111,2023-03-14 12:32:05,13
12,2,112,2023-03-05 12:43:18,1
13,2,113,2023-03-01 18:10:21,10
14,2,114,2023-03-07 13:09:13,2
15,2,115,2023-03-06 11:39:08,19
16,2,116,2023-03-11 18:59:47,1
17,2,117,2023-03-05 13:17:53,18
18,2,118,2023-03-09 13:16:26,7
19,2,119,2023-03-01 11:57:12,16
20,2,120,2023-03-12 13:53:22,19
21,2,121,2023-03-01 12:59:41,16
22,2,122,2023-03-04 11:57:03,5
23,2,123,2023-03-05 11:33:49,17
24,2,124,2023-03-10 12:41:50,2
25,2,125,2023-03-13 19:59:11,14
26,2,126,2023-03-01 12:07:15,6
27,2,127,2023-03-10 13:22:51,3
28,2,128,2023-03-10 19:25:20,10
29,2,129,2023-03-02 12:45:49,2
30,2,130,2023-03-01 19:42:50,3
31,2,131,2023-03-12 12:18:20,2
32,2,132,2023-03-01 18:25:16,18
33,2,133,2023-03-14 11:17:21,14
34,2,134,2023-03-13 12:09:38,7
35,2,135,2023-03-05 12:07:18,2
36,2,136,2023-03-12 18:11:51,17
37,2,137,2023-03-09 17:08:27,14
38,2,138,2023-03-08 18:37:15,16
39,2,139,2023-03-05 18:42:27,9
40,2,140,2023-03-07 13:34:58,11
41,2,141,2023-03-06 18:19:36,14
42,2,142,2023-03-15 17:58:21,19
43,2,143,2023-03-05 18:18:40,7
44,2,144,2023-03-08 19:21:34,15
45,2,145,2023-03-13 17:22:10,11
46,2,146,2023-03-03 13:23:40,6
47,2,147,2023-03-04 12:44:38,17
48,2,148,2023-03-06 13:36:23,7
49,2,149,2023-03-09 13:04:44,10
50,2,150,2023-03-01 11:40:43,18
51,2,151,2023-03-05 18:05:38,1
52,2,152,2023-03-14 11:10:34,16
53,2,153,2023-03-02 12:03:59,15
54,2,154,2023-03-05 19:13:14,12
55,2,155,2023-03-08 18:31:41,14
56,2,156,2023-03-10 13:22:41,9
57,2,157,2023-03-03 19:55:28,3
58,2,158,2023-03-08 17:24:18,14
59,2,159,2023-03-06 18:31:20,19
60,2,160,2023-03-09 17:20:16,12
61,2,161,2023-03-05 13:13:32,3
62,2,162,2023-03-12 13:22:59,14
